date,ic
2024-07-01,
2024-07-02,
2024-07-03,
2024-07-04,
2024-07-05,
2024-07-08,
2024-07-09,
2024-07-10,
2024-07-11,
2024-07-12,
2024-07-15,
2024-07-16,
2024-07-17,
2024-07-18,
2024-07-19,
2024-07-22,
2024-07-23,
2024-07-26,
2024-07-29,
2024-07-30,0.19478129829564125
2024-07-31,0.19691856340281158
2024-08-01,0.18582213410484466
2024-08-02,0.17269254290961863
2024-08-05,0.1644205638705532
2024-08-06,0.14650133213096875
2024-08-07,0.129074256239146
2024-08-08,0.1139071020755843
2024-08-09,0.09767126705462041
2024-08-12,0.08636356471341501
2024-08-13,0.08933205847105377
2024-08-14,0.08088466446218841
2024-08-15,0.08317360144951257
2024-08-16,0.08041018299094937
2024-08-19,0.07962274981421535
2024-08-20,0.07896827500417157
2024-08-21,0.07359934615074715
2024-08-22,0.0738749730492438
2024-08-23,0.07713083978329527
2024-08-26,0.07179547519008922
2024-08-27,0.07602339743398644
2024-08-28,0.08548318134755187
2024-08-29,0.07510838242982154
2024-08-30,0.06938929479476752
2024-09-02,0.06598243966763678
2024-09-03,0.06492601709860918
2024-09-04,0.06691766155643313
2024-09-05,0.06804489389407807
2024-09-06,0.07256240064586941
2024-09-09,0.06303058792077938
2024-09-10,0.052312700765917444
2024-09-11,0.04977006068864927
2024-09-12,0.05454076897196258
2024-09-13,0.0573018734137393
2024-09-16,0.04006976699565308
2024-09-18,0.02934227599925452
2024-09-19,0.017080634969321513
2024-09-20,0.020637637543932632
2024-09-23,0.020027694422657314
2024-09-24,0.017711962079081805
2024-09-25,0.017034891250750472
2024-09-26,0.011154939269958159
2024-09-27,0.004676964284629234
2024-09-30,0.004774135789460553
2024-10-01,0.00788585515936995
2024-10-04,0.015822420265261546
2024-10-07,0.024552337789013792
2024-10-08,0.029638755855490917
2024-10-09,0.041578731845887076
2024-10-11,0.05058473424684745
2024-10-14,0.05095917877236764
2024-10-15,0.053559481301389156
2024-10-16,0.05773862806516119
2024-10-17,0.06245542317606485
2024-10-18,0.06756226591315968
2024-10-21,0.0611970649709612
2024-10-22,0.06222651883231389
2024-10-23,0.06488954026751653
2024-10-24,0.06458967130456907
2024-10-25,0.07427994741501324
2024-10-28,0.06262568571033136
2024-10-29,0.059981761225710105
2024-10-30,0.06559168362246334
2024-11-01,0.07255310007943809
2024-11-04,0.06685059447063071
2024-11-05,0.06740041439860192
2024-11-06,0.06154319400465179
2024-11-07,0.054256149905044994
2024-11-08,0.04882627820727527
2024-11-11,0.04972423739094874
2024-11-12,0.0511720165025934
2024-11-13,0.05111201552343899
2024-11-14,0.05410437193195363
2024-11-15,0.03984026628969673
2024-11-18,0.043488613189833554
2024-11-19,0.044355359888513024
2024-11-20,0.04824132787523711
2024-11-21,0.04235162895465424
2024-11-22,0.0442916049450504
2024-11-25,0.04527007211649247
2024-11-26,0.04792701835844286
2024-11-27,0.05496183228401308
2024-11-28,0.06927174004245125
2024-11-29,0.07491766577651549
2024-12-02,0.07671712637975386
2024-12-03,0.075217706270041
2024-12-04,0.08241575993476415
2024-12-05,0.0937244681841771
2024-12-06,0.08781330371839079
2024-12-09,0.09257037523396451
2024-12-10,0.09763159972376043
2024-12-11,0.09832542050956612
2024-12-12,0.09151389589972218
2024-12-13,0.08512077977403647
2024-12-16,0.07907156965575983
2024-12-17,0.08221543041259417
2024-12-18,0.08233072041012554
2024-12-19,0.08172041950367026
2024-12-20,0.0848846624717292
2024-12-23,0.07581143318001252
2024-12-24,0.07859654722563078
2024-12-25,0.07745895910521002
2024-12-26,0.0761649421227569
2024-12-27,0.06442796885314388
2024-12-30,0.06858923285927555
2024-12-31,0.06583893573693309
2025-01-02,0.06688815542480823
2025-01-03,0.07311637599500327
2025-01-06,0.08467219832393484
2025-01-07,0.08206578282473635
2025-01-08,0.07575845989556469
2025-01-09,0.07816902412125495
2025-01-10,0.07403621153026733
2025-01-13,0.0795804785705834
2025-01-14,0.08220122096937132
2025-01-15,0.08701514653959942
2025-01-16,0.08612222231583302
2025-01-17,0.08377662711876885
2025-01-20,0.07485225737086969
2025-01-21,0.07970826401800772
2025-01-22,0.07437672943145066
2025-02-03,0.06366844611812532
2025-02-04,0.05400909364406424
2025-02-05,0.04360573229952643
2025-02-06,0.03742566027071491
2025-02-07,0.037163955588842154
2025-02-10,0.026153151267113463
2025-02-11,0.01009072629712547
2025-02-12,0.015068156208673772
2025-02-13,0.01291386626697073
2025-02-14,0.004050744010492841
2025-02-17,0.0025980234543995606
2025-02-18,-0.007279527566008604
2025-02-19,-0.003017372217493061
2025-02-20,0.004114671034036874
2025-02-21,0.006063366036075261
2025-02-24,0.005465526900421001
2025-02-25,0.0015975797215494515
2025-02-26,-0.005755350617062575
2025-02-27,-0.008837121049283168
2025-03-03,-0.002304107844001054
2025-03-04,-0.008018364705370758
2025-03-05,-0.010532270892185358
2025-03-06,-0.010627111104462688
2025-03-07,-0.01462621861140576
2025-03-10,-0.020831503721956454
2025-03-11,-0.017042735170608753
2025-03-12,-0.02215688337379919
2025-03-13,-0.029184494418216956
2025-03-14,-0.02766811493342423
2025-03-17,-0.018486420740041365
