date,stock_id,buy,name,sell
2024-07-01,2615,12359782,Foreign_Investor,10766230
2024-07-01,2615,0,Foreign_Dealer_Self,0
2024-07-01,2615,6078,Investment_Trust,269000
2024-07-01,2615,506110,Dealer_self,1105914
2024-07-01,2615,160281,Dealer_Hedging,379547
2024-07-02,2615,9671439,Foreign_Investor,9786305
2024-07-02,2615,0,Foreign_Dealer_Self,0
2024-07-02,2615,8310,Investment_Trust,560000
2024-07-02,2615,630311,Dealer_self,644702
2024-07-02,2615,147222,Dealer_Hedging,185874
2024-07-03,2615,8974000,Foreign_Investor,8410000
2024-07-03,2615,0,Foreign_Dealer_Self,0
2024-07-03,2615,45000,Investment_Trust,228000
2024-07-03,2615,382783,Dealer_self,281089
2024-07-03,2615,401916,Dealer_Hedging,167200
2024-07-04,2615,6201000,Foreign_Investor,7118009
2024-07-04,2615,0,Foreign_Dealer_Self,0
2024-07-04,2615,0,Investment_Trust,0
2024-07-04,2615,290162,Dealer_self,1294250
2024-07-04,2615,217424,Dealer_Hedging,460126
2024-07-05,2615,4106263,Foreign_Investor,7824220
2024-07-05,2615,0,Foreign_Dealer_Self,0
2024-07-05,2615,5000,Investment_Trust,140000
2024-07-05,2615,596000,Dealer_self,746666
2024-07-05,2615,232000,Dealer_Hedging,705799
2024-07-08,2615,26333193,Foreign_Investor,15841000
2024-07-08,2615,0,Foreign_Dealer_Self,0
2024-07-08,2615,2000,Investment_Trust,24520
2024-07-08,2615,528000,Dealer_self,1175323
2024-07-08,2615,231870,Dealer_Hedging,695876
2024-07-09,2615,10491000,Foreign_Investor,13763000
2024-07-09,2615,0,Foreign_Dealer_Self,0
2024-07-09,2615,1000,Investment_Trust,400000
2024-07-09,2615,570000,Dealer_self,587739
2024-07-09,2615,132124,Dealer_Hedging,277274
2024-07-10,2615,5988000,Foreign_Investor,10068823
2024-07-10,2615,0,Foreign_Dealer_Self,0
2024-07-10,2615,1000,Investment_Trust,0
2024-07-10,2615,475000,Dealer_self,437336
2024-07-10,2615,242070,Dealer_Hedging,177402
2024-07-11,2615,5549000,Foreign_Investor,4855000
2024-07-11,2615,0,Foreign_Dealer_Self,0
2024-07-11,2615,2000,Investment_Trust,0
2024-07-11,2615,61000,Dealer_self,351000
2024-07-11,2615,100448,Dealer_Hedging,227080
2024-07-12,2615,10739260,Foreign_Investor,10367000
2024-07-12,2615,0,Foreign_Dealer_Self,0
2024-07-12,2615,0,Investment_Trust,350000
2024-07-12,2615,516000,Dealer_self,645171
2024-07-12,2615,128000,Dealer_Hedging,248539
2024-07-15,2615,13005000,Foreign_Investor,8063000
2024-07-15,2615,0,Foreign_Dealer_Self,0
2024-07-15,2615,1000,Investment_Trust,298050
2024-07-15,2615,339000,Dealer_self,355286
2024-07-15,2615,438335,Dealer_Hedging,162704
2024-07-16,2615,5884054,Foreign_Investor,10249730
2024-07-16,2615,0,Foreign_Dealer_Self,0
2024-07-16,2615,2000,Investment_Trust,1497000
2024-07-16,2615,92000,Dealer_self,278400
2024-07-16,2615,197000,Dealer_Hedging,297911
2024-07-17,2615,7685100,Foreign_Investor,5656364
2024-07-17,2615,0,Foreign_Dealer_Self,0
2024-07-17,2615,0,Investment_Trust,0
2024-07-17,2615,228000,Dealer_self,383665
2024-07-17,2615,251151,Dealer_Hedging,406928
2024-07-18,2615,5410037,Foreign_Investor,4500000
2024-07-18,2615,0,Foreign_Dealer_Self,0
2024-07-18,2615,7000,Investment_Trust,0
2024-07-18,2615,255000,Dealer_self,26000
2024-07-18,2615,97578,Dealer_Hedging,64000
2024-07-19,2615,9357062,Foreign_Investor,6824000
2024-07-19,2615,0,Foreign_Dealer_Self,0
2024-07-19,2615,0,Investment_Trust,0
2024-07-19,2615,297000,Dealer_self,252000
2024-07-19,2615,28925,Dealer_Hedging,205049
2024-07-22,2615,13665000,Foreign_Investor,7583900
2024-07-22,2615,0,Foreign_Dealer_Self,0
2024-07-22,2615,7244,Investment_Trust,0
2024-07-22,2615,881447,Dealer_self,589341
2024-07-22,2615,233050,Dealer_Hedging,184947
2024-07-23,2615,5583490,Foreign_Investor,6196300
2024-07-23,2615,0,Foreign_Dealer_Self,0
2024-07-23,2615,0,Investment_Trust,77000
2024-07-23,2615,424000,Dealer_self,691000
2024-07-23,2615,656832,Dealer_Hedging,182658
2024-07-26,2615,6436809,Foreign_Investor,5066100
2024-07-26,2615,0,Foreign_Dealer_Self,0
2024-07-26,2615,0,Investment_Trust,2000
2024-07-26,2615,76000,Dealer_self,576000
2024-07-26,2615,165446,Dealer_Hedging,426295
2024-07-29,2615,3108447,Foreign_Investor,3775384
2024-07-29,2615,0,Foreign_Dealer_Self,0
2024-07-29,2615,7000,Investment_Trust,0
2024-07-29,2615,84000,Dealer_self,143000
2024-07-29,2615,146992,Dealer_Hedging,159688
2024-07-30,2615,7302000,Foreign_Investor,7024300
2024-07-30,2615,0,Foreign_Dealer_Self,0
2024-07-30,2615,6000,Investment_Trust,0
2024-07-30,2615,1085000,Dealer_self,49000
2024-07-30,2615,473592,Dealer_Hedging,144000
2024-07-31,2615,0,Foreign_Dealer_Self,0
2024-07-31,2615,7000,Investment_Trust,0
2024-07-31,2615,166000,Dealer_self,335000
2024-07-31,2615,242267,Dealer_Hedging,205354
2024-07-31,2615,5789324,Foreign_Investor,3641000
2024-08-01,2615,8085542,Foreign_Investor,4569238
2024-08-01,2615,0,Foreign_Dealer_Self,0
2024-08-01,2615,238350,Dealer_self,231000
2024-08-01,2615,623078,Dealer_Hedging,261000
2024-08-01,2615,1000,Investment_Trust,0
2024-08-02,2615,12961163,Foreign_Investor,9345770
2024-08-02,2615,0,Foreign_Dealer_Self,0
2024-08-02,2615,2003000,Investment_Trust,0
2024-08-02,2615,556330,Dealer_self,1381161
2024-08-02,2615,569670,Dealer_Hedging,556649
2024-08-05,2615,13134502,Foreign_Investor,11730490
2024-08-05,2615,0,Foreign_Dealer_Self,0
2024-08-05,2615,5000,Investment_Trust,0
2024-08-05,2615,748196,Dealer_self,1209598
2024-08-05,2615,160263,Dealer_Hedging,682720
2024-08-06,2615,12104040,Foreign_Investor,14585878
2024-08-06,2615,0,Foreign_Dealer_Self,0
2024-08-06,2615,1476414,Investment_Trust,0
2024-08-06,2615,1387831,Dealer_self,1050000
2024-08-06,2615,629611,Dealer_Hedging,231339
2024-08-07,2615,11414953,Foreign_Investor,13876200
2024-08-07,2615,0,Foreign_Dealer_Self,0
2024-08-07,2615,16049,Investment_Trust,1000
2024-08-07,2615,1736712,Dealer_self,784994
2024-08-07,2615,853888,Dealer_Hedging,119795
2024-08-08,2615,7228002,Foreign_Investor,18142030
2024-08-08,2615,0,Foreign_Dealer_Self,0
2024-08-08,2615,3025,Investment_Trust,0
2024-08-08,2615,949000,Dealer_self,942738
2024-08-08,2615,407426,Dealer_Hedging,537793
2024-08-09,2615,20477555,Foreign_Investor,17230551
2024-08-09,2615,0,Foreign_Dealer_Self,0
2024-08-09,2615,3025,Investment_Trust,0
2024-08-09,2615,1235985,Dealer_self,2728307
2024-08-09,2615,344051,Dealer_Hedging,759696
2024-08-12,2615,15039195,Foreign_Investor,7869088
2024-08-12,2615,0,Foreign_Dealer_Self,0
2024-08-12,2615,85173,Investment_Trust,0
2024-08-12,2615,735197,Dealer_self,338061
2024-08-12,2615,777311,Dealer_Hedging,550269
2024-08-13,2615,6807505,Foreign_Investor,20513000
2024-08-13,2615,0,Foreign_Dealer_Self,0
2024-08-13,2615,62495,Investment_Trust,3451000
2024-08-13,2615,443000,Dealer_self,632117
2024-08-13,2615,222000,Dealer_Hedging,683153
2024-08-14,2615,8146121,Foreign_Investor,8922062
2024-08-14,2615,0,Foreign_Dealer_Self,0
2024-08-14,2615,0,Investment_Trust,0
2024-08-14,2615,141000,Dealer_self,943997
2024-08-14,2615,113000,Dealer_Hedging,420375
2024-08-15,2615,14241000,Foreign_Investor,4149000
2024-08-15,2615,0,Foreign_Dealer_Self,0
2024-08-15,2615,4025,Investment_Trust,0
2024-08-15,2615,1288161,Dealer_self,207000
2024-08-15,2615,436902,Dealer_Hedging,110999
2024-08-16,2615,7565532,Foreign_Investor,4164050
2024-08-16,2615,0,Foreign_Dealer_Self,0
2024-08-16,2615,30247,Investment_Trust,5000
2024-08-16,2615,682000,Dealer_self,680000
2024-08-16,2615,292850,Dealer_Hedging,518999
2024-08-19,2615,3282000,Foreign_Investor,5552002
