date,stock_id,buy,name,sell
2024-07-01,2330,0,Foreign_Dealer_Self,0
2024-07-01,2330,465000,Dealer_self,281000
2024-07-01,2330,180597,Dealer_Hedging,245138
2024-07-01,2330,9053253,Foreign_Investor,9915816
2024-07-01,2330,221313,Investment_Trust,139957
2024-07-02,2330,0,Foreign_Dealer_Self,0
2024-07-02,2330,139000,Dealer_self,176000
2024-07-02,2330,147090,Dealer_Hedging,547401
2024-07-02,2330,17354348,Foreign_Investor,17576008
2024-07-02,2330,212000,Investment_Trust,22914
2024-07-03,2330,0,Foreign_Dealer_Self,0
2024-07-03,2330,667000,Investment_Trust,362734
2024-07-03,2330,966000,Dealer_self,80000
2024-07-03,2330,390190,Dealer_Hedging,109082
2024-07-03,2330,14726198,Foreign_Investor,8603590
2024-07-04,2330,0,Foreign_Dealer_Self,0
2024-07-04,2330,738000,Dealer_self,84000
2024-07-04,2330,1121701,Dealer_Hedging,145597
2024-07-04,2330,26469979,Foreign_Investor,14556790
2024-07-04,2330,338207,Investment_Trust,94893
2024-07-05,2330,0,Foreign_Dealer_Self,0
2024-07-05,2330,204500,Dealer_self,102500
2024-07-05,2330,74798,Dealer_Hedging,479987
2024-07-05,2330,8724620,Foreign_Investor,13941958
2024-07-05,2330,660400,Investment_Trust,199879
2024-07-08,2330,0,Foreign_Dealer_Self,0
2024-07-08,2330,347000,Dealer_self,335100
2024-07-08,2330,715246,Dealer_Hedging,809486
2024-07-08,2330,19149109,Foreign_Investor,23306371
2024-07-08,2330,553688,Investment_Trust,298719
2024-07-09,2330,0,Foreign_Dealer_Self,0
2024-07-09,2330,229000,Dealer_self,261300
2024-07-09,2330,1209297,Dealer_Hedging,1110147
2024-07-09,2330,26135728,Foreign_Investor,39396859
2024-07-09,2330,1033100,Investment_Trust,266634
2024-07-10,2330,0,Foreign_Dealer_Self,0
2024-07-10,2330,317000,Dealer_self,599499
2024-07-10,2330,445768,Dealer_Hedging,264287
2024-07-10,2330,25833402,Foreign_Investor,34481798
2024-07-10,2330,800000,Investment_Trust,150100
2024-07-11,2330,0,Foreign_Dealer_Self,0
2024-07-11,2330,447000,Dealer_self,320101
2024-07-11,2330,477346,Dealer_Hedging,221498
2024-07-11,2330,25999574,Foreign_Investor,27654798
2024-07-11,2330,931312,Investment_Trust,236000
2024-07-12,2330,0,Foreign_Dealer_Self,0
