date,stock_id,buy,name,sell
2024-07-01,3008,291323,Foreign_Investor,305015
2024-07-01,3008,0,Foreign_Dealer_Self,0
2024-07-01,3008,4000,Investment_Trust,5000
2024-07-01,3008,3000,Dealer_self,19100
2024-07-01,3008,3795,Dealer_Hedging,17213
2024-07-02,3008,0,Foreign_Dealer_Self,0
2024-07-02,3008,13000,Investment_Trust,0
2024-07-02,3008,24200,Dealer_self,25100
2024-07-02,3008,9989,Dealer_Hedging,18410
2024-07-02,3008,375767,Foreign_Investor,458400
2024-07-03,3008,185018,Foreign_Investor,314062
2024-07-03,3008,0,Foreign_Dealer_Self,0
2024-07-03,3008,34000,Investment_Trust,0
2024-07-03,3008,11150,Dealer_self,29022
2024-07-03,3008,4387,Dealer_Hedging,2712
2024-07-04,3008,929664,Foreign_Investor,765261
2024-07-04,3008,0,Foreign_Dealer_Self,0
2024-07-04,3008,237000,Investment_Trust,0
2024-07-04,3008,98015,Dealer_self,23042
2024-07-04,3008,159304,Dealer_Hedging,103694
2024-07-05,3008,851658,Foreign_Investor,698920
2024-07-05,3008,0,Foreign_Dealer_Self,0
2024-07-05,3008,112500,Investment_Trust,20290
2024-07-05,3008,75938,Dealer_self,6138
2024-07-05,3008,60194,Dealer_Hedging,43207
2024-07-08,3008,978593,Foreign_Investor,881489
2024-07-08,3008,0,Foreign_Dealer_Self,0
2024-07-08,3008,31531,Dealer_self,59525
2024-07-08,3008,115733,Dealer_Hedging,68181
2024-07-08,3008,364500,Investment_Trust,1245
2024-07-09,3008,777858,Foreign_Investor,794116
2024-07-09,3008,0,Foreign_Dealer_Self,0
2024-07-09,3008,285500,Investment_Trust,8000
2024-07-09,3008,51927,Dealer_self,76635
2024-07-09,3008,59393,Dealer_Hedging,40841
2024-07-10,3008,452960,Foreign_Investor,575659
2024-07-10,3008,0,Foreign_Dealer_Self,0
2024-07-10,3008,19963,Dealer_self,34200
2024-07-10,3008,15093,Dealer_Hedging,25289
2024-07-10,3008,68700,Investment_Trust,0
2024-07-11,3008,370743,Foreign_Investor,449232
2024-07-11,3008,0,Foreign_Dealer_Self,0
2024-07-11,3008,83000,Investment_Trust,0
2024-07-11,3008,49670,Dealer_self,32193
2024-07-11,3008,70982,Dealer_Hedging,21150
2024-07-12,3008,1411999,Foreign_Investor,1460891
2024-07-12,3008,0,Foreign_Dealer_Self,0
2024-07-12,3008,79000,Dealer_self,63385
2024-07-12,3008,51908,Dealer_Hedging,76298
2024-07-12,3008,262378,Investment_Trust,11000
2024-07-15,3008,506650,Foreign_Investor,547664
2024-07-15,3008,0,Foreign_Dealer_Self,0
2024-07-15,3008,51126,Investment_Trust,10000
2024-07-15,3008,24636,Dealer_self,29751
2024-07-15,3008,21849,Dealer_Hedging,16413
2024-07-16,3008,245436,Foreign_Investor,236988
2024-07-16,3008,0,Foreign_Dealer_Self,0
2024-07-16,3008,64000,Investment_Trust,21000
2024-07-16,3008,4253,Dealer_self,20253
2024-07-16,3008,5226,Dealer_Hedging,19276
2024-07-17,3008,281638,Foreign_Investor,356580
2024-07-17,3008,0,Foreign_Dealer_Self,0
2024-07-17,3008,30252,Investment_Trust,29000
2024-07-17,3008,26000,Dealer_self,15100
2024-07-17,3008,4236,Dealer_Hedging,41475
2024-07-18,3008,550825,Foreign_Investor,543269
2024-07-18,3008,0,Foreign_Dealer_Self,0
2024-07-18,3008,21631,Investment_Trust,17000
2024-07-18,3008,54797,Dealer_self,28128
2024-07-18,3008,24612,Dealer_Hedging,14960
2024-07-19,3008,957828,Foreign_Investor,827140
2024-07-19,3008,0,Foreign_Dealer_Self,0
2024-07-19,3008,49000,Dealer_self,106732
