stock_id,date,F_INST_01_foreign,F_INST_02_trust,F_INST_03_dealer_self,F_INST_04_dealer_hedge,F_INST_05_aggregate,F_INST_06_value_proxy,F_INST_07_flow_to_volume,F_INST_08_streak,F_INST_09_change_rate,F_INT_01_flow_x_momentum,F_INT_02_flow_x_size,F_INT_03_flow_x_liquidity,F_INST_01_foreign_rank,F_INST_02_trust_rank,F_INST_03_dealer_self_rank,F_INST_04_dealer_hedge_rank,F_INST_05_aggregate_rank,F_INST_06_value_proxy_rank,F_INST_09_change_rate_rank,version,build_date
2344,2026-07-02,41390209,-35310574,641559,861387,7582581,1391403613.5,0.04618485471989646,1,3.074866570334051,0.5828,0.5451999999999999,0.846,1.0,0.02,0.98,0.88,0.94,0.92,0.8,v0.1,2026-07-11T07:49:09Z
2344,2026-07-03,-10316342,-18105522,537180,1155538,-26729146,-4931527437.0,-0.18836482158991133,-1,-4.844273110449293,0.0108,0.0116,0.018000000000000002,0.12,0.02,0.9,0.98,0.02,0.08,0.18,v0.1,2026-07-11T07:49:09Z
2344,2026-07-06,-25653888,-1416374,992172,-216215,-26294305,-4811857815.0,-0.1606386011058374,-2,-6.2200578866520075,0.015600000000000001,0.0116,0.0184,0.02,0.12,0.98,0.1,0.02,0.06,0.2,v0.1,2026-07-11T07:49:09Z
2344,2026-07-07,6651231,-5491500,-3968782,-507232,-3316283,-577033242.0,-0.02333840234048154,-3,0.30759306816995513,0.2736,0.2016,0.3312,0.92,0.04,0.04,0.1,0.36,0.42,0.6,v0.1,2026-07-11T07:49:09Z
2344,2026-07-08,8383483,-15779090,502162,561613,-6331832,-1066913692.0,-0.04331030748918014,-4,-1.360753732010916,0.11199999999999999,0.08960000000000001,0.1472,0.9,0.02,0.98,0.88,0.16,0.26,0.36,v0.1,2026-07-11T07:49:09Z
2344,2026-07-09,-6799627,140329,907241,568443,-5183614,-914907871.0,-0.0322183293468987,-5,-0.22080847302286327,0.1848,0.132,0.2024,0.22,0.7,0.96,0.96,0.22,0.26,0.54,v0.1,2026-07-11T07:49:09Z
2345,2024-07-01,226355,274852,-16300,-23962,460945,253058805.0,0.20918091588607765,1,,,0.264,,0.66,0.72,0.26,0.2,0.6,0.76,,v0.1,2026-07-11T07:49:09Z
2345,2024-07-02,-379746,433704,-34000,-25848,-5890,-3245390.0,-0.0031244247796060466,-1,,,0.2728,,0.5,0.76,0.4,0.3,0.62,0.62,,v0.1,2026-07-11T07:49:09Z
2345,2024-07-03,-338279,48409,-5101,-9488,-304459,-165321237.0,-0.23278461656089916,-2,,,0.1408,,0.4,0.5,0.26,0.22,0.32,0.3,,v0.1,2026-07-11T07:49:09Z
2345,2024-07-04,1027331,280630,-81677,30501,1256785,717624235.0,0.35034229028691727,1,,,0.264,,0.58,0.74,0.26,0.52,0.6,0.82,,v0.1,2026-07-11T07:49:09Z
2345,2024-07-05,-661746,308704,10614,-25030,-367458,-204674106.0,-0.20012711566708766,-1,,,0.15839999999999999,,0.38,0.74,0.46,0.38,0.36,0.34,,v0.1,2026-07-11T07:49:09Z
2345,2024-07-08,326539,230335,247001,22014,825889,464975507.0,0.29787237879455114,1,,,0.2112,,0.46,0.62,0.8,0.48,0.48,0.76,,v0.1,2026-07-11T07:49:09Z
2345,2024-07-09,274499,149753,-20100,-2541,401611,227713437.0,0.19936449344140553,2,,,0.2852,,0.66,0.56,0.6,0.6,0.62,0.78,,v0.1,2026-07-11T07:49:09Z
2345,2024-07-10,193300,89000,-5854,9168,285614,164228050.0,0.180738955752134,3,,,0.2852,,0.66,0.56,0.44,0.42,0.62,0.72,,v0.1,2026-07-11T07:49:09Z
2345,2024-07-11,219335,45000,-51638,7909,220606,127510268.0,0.097162500523016,4,,,0.25760000000000005,,0.52,0.38,0.38,0.52,0.56,0.64,,v0.1,2026-07-11T07:49:09Z
2345,2024-07-12,365000,-24000,-8805,-19781,312414,178388394.0,0.10538662068183842,5,0.01234034238512117,,0.2668,0.1856,0.62,0.26,0.56,0.4,0.58,0.72,0.6,v0.1,2026-07-11T07:49:09Z
2345,2024-07-15,160981,-338000,71600,-47948,-153367,-83124914.0,-0.04291014657219926,-1,-1.5752524133133743,,0.18400000000000002,0.128,0.56,0.22,0.92,0.3,0.4,0.38,0.22,v0.1,2026-07-11T07:49:09Z
2345,2024-07-16,181120,-162000,9995,18496,47611,25900384.0,0.02255034764981149,1,-0.8082972156168119,,0.24640000000000004,0.17920000000000003,0.7,0.38,0.76,0.5,0.56,0.56,0.44,v0.1,2026-07-11T07:49:09Z
2345,2024-07-17,-355013,-148000,29120,-22167,-496060,-260927560.0,-0.22711425349569428,-1,-3.595875359918784,,0.132,0.096,0.38,0.28,0.68,0.46,0.3,0.32,0.18,v0.1,2026-07-11T07:49:09Z
2345,2024-07-18,166225,-299000,36721,-1200,-97254,-48918762.0,-0.0215350004096464,-2,-1.5704077986180904,,0.1976,0.1768,0.66,0.16,0.64,0.48,0.52,0.48,0.38,v0.1,2026-07-11T07:49:09Z
2345,2024-07-19,-333259,44000,-9475,20837,-277897,-144784337.0,-0.07168812260220117,-3,-2.976423481217018,,0.1748,0.1564,0.58,0.54,0.6,0.6,0.46,0.42,0.24,v0.1,2026-07-11T07:49:09Z
2345,2024-07-22,-55214,365000,-79298,-395,230093,117577523.0,0.058698571497086155,1,0.5738349671658866,,0.1824,0.17279999999999998,0.5,0.62,0.14,0.5,0.48,0.58,0.58,v0.1,2026-07-11T07:49:09Z
2345,2024-07-23,-114796,15000,-139436,-5323,-244555,-125212160.0,-0.06941046446018467,-1,-2.984808280993093,,0.0988,0.0936,0.44,0.32,0.24,0.14,0.26,0.22,0.12,v0.1,2026-07-11T07:49:09Z
2345,2024-07-26,758664,206000,-67908,3746,900502,460156522.0,0.22493728372784072,1,4.411797150707982,,0.2964,0.26520000000000005,0.78,0.54,0.68,0.5,0.78,0.92,0.98,v0.1,2026-07-11T07:49:09Z
2345,2024-07-29,33715,343000,-65032,8312,319995,161597475.0,0.1090103578491239,2,0.8339896685645336,,0.2356,0.22319999999999998,0.56,0.54,0.48,0.62,0.62,0.68,0.7,v0.1,2026-07-11T07:49:09Z
2345,2024-07-30,-620873,138300,37500,64233,-380840,-194228400.0,-0.21122011172192864,-1,-3.595794205402679,,0.19,0.18,0.58,0.3,0.76,0.58,0.5,0.28,0.16,v0.1,2026-07-11T07:49:09Z
2345,2024-07-31,272160,60000,68008,-1032,399136,202361952.0,0.18713125668098193,1,1.7790380145908966,0.2288,0.1976,0.1976,0.54,0.44,0.86,0.24,0.52,0.72,0.72,v0.1,2026-07-11T07:49:09Z
2345,2024-08-01,-765396,512000,-41000,-26967,-321363,-167108760.0,-0.14051671856122996,-1,-3.513591106463309,0.08360000000000001,0.0924,0.08360000000000001,0.26,0.52,0.46,0.34,0.22,0.14,0.12,v0.1,2026-07-11T07:49:09Z
2345,2024-08-02,-118711,87000,-215118,-58679,-305508,-151531968.0,-0.13131340917648232,-2,-3.390559454512875,0.2552,0.23199999999999998,0.22039999999999998,0.72,0.34,0.64,0.4,0.58,0.48,0.28,v0.1,2026-07-11T07:49:09Z
2345,2024-08-05,-694965,180000,-91817,-49647,-656429,-293095548.5,-0.25574843631779043,-3,-21.425957618943897,0.0704,0.17600000000000002,0.16720000000000002,0.48,0.37,0.88,0.66,0.44,0.32,0.06,v0.1,2026-07-11T07:49:09Z
2345,2024-08-06,-548407,288000,112903,-4398,-151902,-68887557.0,-0.04204800717491768,-4,-4.539618033871764,0.08960000000000001,0.128,0.128,0.36,0.38,0.74,0.28,0.32,0.3,0.1,v0.1,2026-07-11T07:49:09Z
2345,2024-08-07,-1407612,1705555,-130996,21214,188161,93233775.5,0.03463360196197134,1,16.06149577454572,0.1768,0.20800000000000002,0.2184,0.32,0.88,0.26,0.18,0.52,0.66,0.98,v0.1,2026-07-11T07:49:09Z
2345,2024-08-08,-1105753,570981,9865,-20706,-545613,-267895983.0,-0.17328424576938944,-1,-14.01709199401092,0.1768,0.2184,0.2288,0.54,0.58,0.8,0.46,0.52,0.32,0.1,v0.1,2026-07-11T07:49:09Z
2345,2024-08-09,-1310583,126926,-231032,4468,-1410221,-695238953.0,-0.3672221007020395,-2,-10.642734689210403,0.042,0.058800000000000005,0.06160000000000001,0.16,0.42,0.58,0.48,0.14,0.08,0.02,v0.1,2026-07-11T07:49:09Z
2345,2024-08-12,-864897,905778,14000,2585,57466,29250194.0,0.024497483152811503,1,1.4445027151979535,0.1512,0.17639999999999997,0.1848,0.24,0.74,0.75,0.6,0.42,0.4,0.54,v0.1,2026-07-11T07:49:09Z
2345,2024-08-13,-601372,109000,-18000,-28117,-538489,-270321478.0,-0.3446660479406023,-1,-2.1339075941049903,0.11760000000000001,0.17639999999999997,0.1848,0.48,0.4,0.51,0.34,0.42,0.24,0.24,v0.1,2026-07-11T07:49:09Z
2345,2024-08-14,-160919,34704,-55803,1581,-180437,-90579374.0,-0.09465522713383047,-2,-0.041903173688446996,0.07600000000000001,0.084,0.08800000000000001,0.2,0.38,0.56,0.5,0.2,0.14,0.16,v0.1,2026-07-11T07:49:09Z
2345,2024-08-15,-378495,-37000,10000,-10800,-416295,-208147500.0,-0.27842411263370437,-3,-1.119892756479296,0.2116,0.1932,0.2024,0.42,0.55,0.64,0.48,0.46,0.34,0.34,v0.1,2026-07-11T07:49:09Z
2345,2024-08-16,36695,292766,326384,70028,725873,373824595.0,0.20879875412205184,1,6.365753774518337,0.31679999999999997,0.1848,0.1936,0.26,0.62,0.88,0.6,0.44,0.7,0.84,v0.1,2026-07-11T07:49:09Z
2345,2024-08-19,222000,48330,-60000,-59936,150394,78956850.0,0.15988764893054921,2,2.223745681832144,0.5712,0.2992,0.2856,0.64,0.5,0.58,0.44,0.68,0.76,0.9,v0.1,2026-07-11T07:49:09Z
2345,2024-08-20,-22646,376851,-127001,526,227730,121380090.0,0.10622597169732992,3,3.3329382441855815,0.42,0.264,0.252,0.54,0.84,0.42,0.64,0.6,0.68,0.82,v0.1,2026-07-11T07:49:09Z
2345,2024-08-21,-529,58926,-50600,-12249,-4452,-2359560.0,-0.0036536905393050765,-1,0.9592838456462661,0.33280000000000004,0.2288,0.2184,0.42,0.54,0.62,0.64,0.52,0.48,0.8,v0.1,2026-07-11T07:49:09Z
2345,2024-08-22,-149864,19926,6323,-1572,-125187,-65097240.0,-0.12169200559919123,-2,-0.21101109128557052,0.22440000000000002,0.1496,0.1428,0.32,0.4,0.68,0.62,0.34,0.32,0.32,v0.1,2026-07-11T07:49:09Z
2345,2024-08-23,-132589,3926,18000,-3844,-114507,-58971105.0,-0.07631220647421172,-3,0.2570482026207401,0.2268,0.17639999999999997,0.17639999999999997,0.44,0.3,0.7,0.34,0.42,0.38,0.54,v0.1,2026-07-11T07:49:09Z
2345,2024-08-26,-66904,24926,-2863,20352,-24489,-12709791.0,-0.021090480045472555,-4,0.8570808282063582,0.23199999999999998,0.168,0.168,0.34,0.38,0.54,0.62,0.4,0.4,0.58,v0.1,2026-07-11T07:49:09Z
2345,2024-08-27,-82414,101426,-6418,10792,23386,12207492.0,0.019666760013556325,1,1.1547334774407112,0.35840000000000005,0.2688,0.2688,0.6,0.6,0.66,0.68,0.64,0.66,0.86,v0.1,2026-07-11T07:49:09Z
2345,2024-08-28,-278555,-198074,22000,-27064,-481693,-245663430.0,-0.39874720202381425,-1,-1.467958217787541,0.16,0.1344,0.1344,0.42,0.14,0.72,0.28,0.32,0.14,0.3,v0.1,2026-07-11T07:49:09Z
2345,2024-08-29,138526,10000,-40000,-254,108272,55651808.0,0.11001127831008241,1,1.6233383420554184,0.2304,0.20159999999999997,0.1824,0.54,0.37,0.5,0.48,0.48,0.64,0.72,v0.1,2026-07-11T07:49:09Z
2345,2024-08-30,-391869,-168000,109752,6589,-443528,-225312224.0,-0.14483715094735805,-1,-1.4558854472364036,0.13440000000000002,0.11760000000000001,0.11200000000000002,0.32,0.06,0.72,0.74,0.28,0.2,0.24,v0.1,2026-07-11T07:49:09Z
2345,2024-09-02,518446,-59149,146464,110772,716533,380479023.0,0.14134309006148388,1,7.4004791429023165,0.5903999999999999,0.31679999999999997,0.31679999999999997,0.84,0.2,0.88,0.92,0.72,0.88,1.0,v0.1,2026-07-11T07:49:09Z
2345,2024-09-03,-4465,-113000,-53000,-32695,-203160,-107065320.0,-0.1068465183107984,-1,-0.7741248139945927,0.49879999999999997,0.2552,0.2784,0.68,0.12,0.22,0.3,0.58,0.5,0.54,v0.1,2026-07-11T07:49:09Z
2345,2024-09-04,-766476,-22000,-94247,-3407,-886130,-444837260.0,-0.3086688744051768,-2,-4.26745502440596,0.43520000000000003,0.2992,0.272,0.8,0.12,0.78,0.72,0.68,0.42,0.48,v0.1,2026-07-11T07:49:09Z
2345,2024-09-05,55203,304851,-18146,-2301,339607,174557998.0,0.12739842473369176,1,3.7395095523906283,0.48960000000000004,0.2992,0.3128,0.68,0.54,0.86,0.62,0.68,0.86,0.98,v0.1,2026-07-11T07:49:09Z
2345,2024-09-06,-224231,686583,-54000,-12976,395376,205595520.0,0.12352766950312244,2,12.736927255725588,0.44,0.22,0.24,0.44,0.74,0.44,0.46,0.5,0.74,0.98,v0.1,2026-07-11T07:49:09Z
2345,2024-09-09,-316835,364851,-3668,-11274,33074,17033110.0,0.022711556909706557,3,1.9475134718573548,0.5476,0.34040000000000004,0.35519999999999996,0.7,0.52,0.7,0.48,0.74,0.72,0.92,v0.1,2026-07-11T07:49:09Z
2345,2024-09-10,-738344,223851,5064,-1734,-511163,-253025685.0,-0.23344592403689735,-1,-14.240490402447241,0.2856,0.1848,0.1932,0.42,0.6,0.62,0.62,0.42,0.28,0.04,v0.1,2026-07-11T07:49:09Z
2345,2024-09-11,-9392,-113000,-22511,-9683,-154586,-76442777.0,-0.07528906850805535,-2,-3.793773112435944,0.272,0.168,0.192,0.6,0.08,0.12,0.38,0.4,0.32,0.08,v0.1,2026-07-11T07:49:09Z
2345,2024-09-12,535653,108851,51100,16420,712024,368828432.0,0.19133044340947958,1,28.460583316438203,0.2752,0.1472,0.1536,0.42,0.52,0.24,0.24,0.32,0.68,0.98,v0.1,2026-07-11T07:49:09Z
2345,2024-09-13,248616,253000,-6702,-18437,476477,250626902.0,0.28608697583964426,2,39.72835907649437,0.40319999999999995,0.2112,0.2304,0.52,0.66,0.4,0.34,0.48,0.84,1.0,v0.1,2026-07-11T07:49:09Z
2345,2024-09-16,561910,1013926,-63400,76457,1588893,873891150.0,0.3482536500601978,3,18.000476538690815,0.7020000000000001,0.3744,0.39,0.7,0.84,0.18,0.76,0.78,1.0,1.0,v0.1,2026-07-11T07:49:09Z
2345,2024-09-18,-340097,134000,-126444,-73027,-405568,-211300928.0,-0.16182561355739597,-1,-8.805546493914909,0.29,0.22,0.25,0.5,0.5,0.34,0.34,0.5,0.4,0.06,v0.1,2026-07-11T07:49:09Z
2345,2024-09-19,733037,4000,-20900,35361,751498,411069406.0,0.302466872443967,1,7.372635058538969,0.47040000000000004,0.24640000000000004,0.2912,0.58,0.34,0.1,0.5,0.56,0.76,0.88,v0.1,2026-07-11T07:49:09Z
2345,2024-09-20,428339,-81558,36814,-17319,366276,199620420.0,0.12491461221583304,2,2.2036847850425434,0.42,0.22,0.26,0.54,0.36,0.62,0.38,0.5,0.7,0.78,v0.1,2026-07-11T07:49:09Z
2345,2024-09-23,81202,444000,21100,26919,573221,316417992.0,0.24732779699498245,3,2.8544675757820275,0.4048,0.1936,0.2288,0.54,0.64,0.22,0.48,0.44,0.66,0.88,v0.1,2026-07-11T07:49:09Z
2345,2024-09-24,577011,-68000,13543,-11387,511167,289320522.0,0.2171487195172462,4,1.912652394204405,0.46,0.25,0.25,0.64,0.26,0.48,0.14,0.5,0.78,0.64,v0.1,2026-07-11T07:49:09Z
2345,2024-09-25,581258,-728581,-45362,-20895,-213580,-117469000.0,-0.027101429873876457,-1,-2.3050983651134582,0.16720000000000002,0.0968,0.1144,0.52,0.08,0.06,0.18,0.22,0.22,0.12,v0.1,2026-07-11T07:49:09Z
2345,2024-09-26,79779,-1045699,103000,-7875,-870795,-463262940.0,-0.11045776431338777,-2,-7.0389929221043115,0.19240000000000002,0.1144,0.1456,0.52,0.08,0.44,0.3,0.26,0.1,0.06,v0.1,2026-07-11T07:49:09Z
2345,2024-09-27,-683793,-203000,39000,-1498,-849291,-460315722.0,-0.18764275516304743,-3,-9.817641699695537,0.1148,0.06160000000000001,0.084,0.18,0.16,0.48,0.42,0.14,0.1,0.02,v0.1,2026-07-11T07:49:09Z
2345,2024-09-30,229870,-208000,-11552,-9708,610,324520.0,0.00020133342134794375,1,-0.9948533695453627,0.581,0.308,0.40599999999999997,0.72,0.18,0.56,0.52,0.7,0.7,0.5,v0.1,2026-07-11T07:49:09Z
2345,2024-10-01,-647691,3000,-25551,-6358,-676600,-354538400.0,-0.29243254083509673,-1,-14.84560290581675,0.10079999999999999,0.1056,0.1296,0.42,0.46,0.5,0.38,0.24,0.14,0.04,v0.1,2026-07-11T07:49:09Z
2345,2024-10-04,-1547313,-221000,116081,57239,-1594993,-784736556.0,-0.29679147469725276,-2,-75.96301175198982,0.13,0.21,0.28,0.5,0.1,0.94,0.54,0.5,0.22,0.02,v0.1,2026-07-11T07:49:09Z
2345,2024-10-07,-979817,231000,42629,31288,-674900,-341499400.0,-0.16982068304701936,-3,-65.40984388914309,0.15200000000000002,0.17600000000000002,0.24,0.5,0.5,0.4,0.44,0.4,0.26,0.02,v0.1,2026-07-11T07:49:09Z
2345,2024-10-08,-112867,243717,-18246,24416,137020,71250400.0,0.022856956024631198,1,7.752414744726986,0.3192,0.33440000000000003,0.4864,0.78,0.62,0.68,0.64,0.76,0.84,1.0,v0.1,2026-07-11T07:49:09Z
2345,2024-10-09,-73166,768000,-93570,-48276,552988,294189616.0,0.09394122039937947,2,45.554844739513676,0.40599999999999997,0.308,0.434,0.54,0.88,0.46,0.34,0.7,0.8,0.98,v0.1,2026-07-11T07:49:09Z
2345,2024-10-11,-159177,125434,18400,-33377,-48720,-26162640.0,-0.021412617446360777,-1,-1.952530437364782,0.30240000000000006,0.24640000000000004,0.336,0.46,0.66,0.64,0.16,0.56,0.48,0.2,v0.1,2026-07-11T07:49:09Z
2345,2024-10-14,699600,34717,-41000,60537,753854,419142824.0,0.2892698474093823,1,15.125305482917021,0.496,0.2852,0.3844,0.74,0.38,0.16,0.58,0.62,0.86,0.94,v0.1,2026-07-11T07:49:09Z
2345,2024-10-15,91422,186000,-41800,-53089,182533,101853414.0,0.06088293311292693,2,1.869758527930673,0.31200000000000006,0.2,0.24,0.4,0.7,0.18,0.12,0.4,0.62,0.7,v0.1,2026-07-11T07:49:09Z
2345,2024-10-16,-2465,75000,71000,19289,162824,90204496.0,0.05496315344780502,3,3.5046575387943797,0.5472,0.3648,0.45599999999999996,0.8,0.68,0.38,0.42,0.76,0.82,0.94,v0.1,2026-07-11T07:49:09Z
2345,2024-10-17,-669026,275000,29900,8083,-356043,-193331349.0,-0.14443056203476462,-1,-63.96779373391968,0.1276,0.0968,0.132,0.18,0.7,0.22,0.18,0.22,0.2,0.02,v0.1,2026-07-11T07:49:09Z
2345,2024-10-18,1699844,78000,103702,38479,1920025,1092494225.0,0.35235745170334165,1,172.3453409532064,0.3,0.312,0.36,0.6,0.72,0.48,0.62,0.6,0.84,1.0,v0.1,2026-07-11T07:49:09Z
2345,2024-10-21,392191,519000,-75000,24047,860238,497217564.0,0.22560678647268803,2,10.567531660718656,0.5207999999999999,0.3224,0.372,0.62,0.7,0.14,0.7,0.62,0.78,0.92,v0.1,2026-07-11T07:49:09Z
2345,2024-10-22,459696,151500,-18000,-16167,577029,338138994.0,0.154381801520999,3,7.79039168595657,0.42,0.336,0.36,0.62,0.62,0.42,0.34,0.6,0.64,0.94,v0.1,2026-07-11T07:49:09Z
2345,2024-10-23,-886610,75000,-56955,-39355,-907920,-512974800.0,-0.316829637766908,-1,-470.6097447435798,0.20879999999999999,0.1872,0.22319999999999998,0.36,0.58,0.7,0.34,0.36,0.1,0.02,v0.1,2026-07-11T07:49:09Z
2345,2024-10-24,-75814,469000,-38700,-176,354310,201956700.0,0.1597241443977312,1,40.31448480948048,0.3968,0.33280000000000004,0.3968,0.44,0.9,0.72,0.58,0.64,0.84,1.0,v0.1,2026-07-11T07:49:09Z
2345,2024-10-25,1113170,295000,15100,29812,1453082,866036872.0,0.26666801247194455,2,37.15510896436913,0.5032,0.3808000000000001,0.43520000000000003,0.66,0.88,0.7,0.68,0.68,0.88,0.98,v0.1,2026-07-11T07:49:09Z
2345,2024-10-28,825742,-567000,35770,-45813,248699,142504527.0,0.05798371599941993,3,3.0638751582989503,0.3952,0.27040000000000003,0.33280000000000004,0.62,0.04,0.48,0.18,0.52,0.78,0.86,v0.1,2026-07-11T07:49:09Z
2345,2024-10-29,-588938,395000,21922,-6114,-178130,-98505890.0,-0.0393991894556241,-1,-2.858797932813841,0.512,0.33280000000000004,0.4096,0.62,0.56,0.96,0.6,0.64,0.5,0.24,v0.1,2026-07-11T07:49:09Z
2345,2024-10-30,3059,-72800,23500,30212,-16029,-8848008.0,-0.00361590918832099,-2,-1.1165797597492542,0.30360000000000004,0.23920000000000002,0.2944,0.66,0.12,0.56,0.6,0.46,0.46,0.3,v0.1,2026-07-11T07:49:09Z
2345,2024-11-01,66850,263000,-39263,9453,300040,165922120.0,0.06493257759003704,1,0.9679225476477114,0.504,0.3744,0.4608,0.72,0.52,0.56,0.48,0.72,0.86,0.76,v0.1,2026-07-11T07:49:09Z
2345,2024-11-04,-103497,50000,-193272,-66928,-313697,-170023774.0,-0.10583326698307866,-1,-2.838673469686801,0.22440000000000002,0.17,0.21760000000000002,0.4,0.44,0.2,0.24,0.34,0.28,0.22,v0.1,2026-07-11T07:49:09Z
2345,2024-11-05,985749,-690000,-52675,-8288,234786,129367086.0,0.06078598794253052,1,-0.1042102530165554,0.3772,0.23920000000000002,0.2944,0.7,0.04,0.3,0.44,0.46,0.68,0.4,v0.1,2026-07-11T07:49:09Z
2345,2024-11-06,-233855,214000,157035,20821,158001,90692574.0,0.028132012371597317,2,-0.479822679916838,0.44800000000000006,0.30240000000000006,0.36960000000000004,0.38,0.58,0.9,0.54,0.56,0.66,0.42,v0.1,2026-07-11T07:49:09Z
2345,2024-11-07,543263,148000,289798,36379,1017440,598254720.0,0.22743260500685245,3,1.9256496115917192,0.528,0.35640000000000005,0.43560000000000004,0.64,0.62,0.74,0.52,0.66,0.88,0.84,v0.1,2026-07-11T07:49:09Z
2345,2024-11-08,1107219,-527000,420700,-23958,976961,570545224.0,0.10706621383631257,4,1.6478480361845451,0.4608,0.3456,0.43520000000000003,0.68,0.04,0.9,0.34,0.64,0.8,0.76,v0.1,2026-07-11T07:49:09Z
2345,2024-11-11,306333,-465000,40143,4543,-113981,-65994999.0,-0.034690907275835035,-1,-1.3116780343291283,0.3536,0.28080000000000005,0.3536,0.76,0.1,0.64,0.54,0.52,0.44,0.42,v0.1,2026-07-11T07:49:09Z
2345,2024-11-12,-310492,-74000,-175908,-14663,-575063,-324335532.0,-0.16609416189547266,-2,-2.9216471557307684,0.33480000000000004,0.3224,0.42160000000000003,0.7,0.1,0.46,0.42,0.62,0.4,0.44,v0.1,2026-07-11T07:49:09Z
2345,2024-11-13,-181130,1124000,-64200,50562,929232,564973056.0,0.11572629009758559,1,1.7607220887595658,0.6384,0.47040000000000004,0.5712,0.66,0.74,0.62,0.64,0.84,0.92,0.82,v0.1,2026-07-11T07:49:09Z
2345,2024-11-14,21271,350000,74387,-36780,408878,242873532.0,0.0821990731852357,2,0.171929838641027,0.5928,0.42560000000000003,0.5168,0.8,0.5,0.98,0.28,0.76,0.88,0.7,v0.1,2026-07-11T07:49:09Z
2345,2024-11-15,-679185,130000,233113,47200,-268872,-161323200.0,-0.09150105259289056,-1,-1.761134879984215,0.34400000000000003,0.22400000000000003,0.272,0.26,0.92,0.96,0.52,0.4,0.24,0.28,v0.1,2026-07-11T07:49:09Z
2345,2024-11-18,348378,30000,-69500,-18247,290631,172053552.0,0.07319339758185339,1,0.0693543624617915,0.4864,0.3456,0.44799999999999995,0.64,0.56,0.26,0.32,0.64,0.72,0.44,v0.1,2026-07-11T07:49:09Z
2345,2024-11-19,537,142585,124146,9709,276977,167848062.0,0.12323705213849613,2,0.14161439328460662,0.44079999999999997,0.32480000000000003,0.3828,0.56,0.66,0.56,0.26,0.58,0.68,0.42,v0.1,2026-07-11T07:49:09Z
2345,2024-11-20,101577,229569,152070,106464,589680,368550000.0,0.1402649448959145,3,1.4241602047265944,0.6364,0.41440000000000005,0.4884,0.64,0.7,0.66,0.7,0.74,0.88,0.78,v0.1,2026-07-11T07:49:09Z
2345,2024-11-21,-890627,401000,355582,44488,-89557,-56420910.0,-0.016645215130256515,-1,-1.3151535668513217,0.48600000000000004,0.3132,0.378,0.42,0.68,0.9,0.6,0.54,0.46,0.38,v0.1,2026-07-11T07:49:09Z
2345,2024-11-22,-798976,246000,283521,40036,-229419,-146828160.0,-0.0440423285826974,-2,-1.8997425121954232,0.324,0.20879999999999999,0.252,0.3,0.66,0.76,0.64,0.36,0.22,0.22,v0.1,2026-07-11T07:49:09Z
2345,2024-11-25,-843936,481418,231800,44279,-86439,-55320960.0,-0.013069994987559622,-3,-1.4855935359809087,0.384,0.2784,0.33599999999999997,0.34,0.72,0.66,0.66,0.48,0.38,0.3,v0.1,2026-07-11T07:49:09Z
2345,2024-11-26,-263283,351327,29780,-50817,67007,42348424.0,0.018282886931884533,1,-0.6033264998167797,0.558,0.3596,0.42160000000000003,0.54,0.68,0.96,0.22,0.62,0.7,0.48,v0.1,2026-07-11T07:49:09Z
2345,2024-11-27,-225609,1088727,-378715,56280,540683,355769414.0,0.06582608243603365,2,1.6392424789353075,0.78,0.48360000000000003,0.5459999999999999,0.68,0.84,0.24,0.64,0.78,0.92,0.84,v0.1,2026-07-11T07:49:09Z
2345,2024-11-28,-516522,259727,-7200,-29289,-293284,-189754748.0,-0.06670498299532858,-1,-2.535516716736422,0.48,0.288,0.34559999999999996,0.56,0.5,0.54,0.16,0.48,0.3,0.16,v0.1,2026-07-11T07:49:09Z
2345,2024-11-29,-384382,291015,-46326,26626,-113067,-74285019.0,-0.027696092780330868,-2,-1.6637535563887018,0.66,0.4092,0.4752,0.72,0.64,0.32,0.46,0.66,0.56,0.46,v0.1,2026-07-11T07:49:09Z
2345,2024-12-02,-1986026,893737,-31018,16652,-1106655,-779085120.0,-0.08612020743775155,-3,-9.467336077850325,0.26,0.1612,0.1976,0.22,0.78,0.3,0.5,0.26,0.04,0.06,v0.1,2026-07-11T07:49:09Z
2345,2024-12-03,-1532528,790000,238402,-12621,-516747,-365856876.0,-0.07460478723688395,-4,-6.54924114290869,0.26,0.1612,0.1976,0.12,0.82,0.86,0.26,0.26,0.2,0.12,v0.1,2026-07-11T07:49:09Z
2345,2024-12-04,-1057587,67747,267600,42546,-679694,-499575090.0,-0.10981333023132575,-5,-14.266062333672616,0.36,0.22319999999999998,0.2808,0.3,0.74,0.88,0.56,0.36,0.06,0.04,v0.1,2026-07-11T07:49:09Z
2345,2024-12-05,-3727039,266727,971870,4743,-2483699,-1760942591.0,-0.2812931539740021,-6,-19.058721674928567,0.2548,0.156,0.2028,0.2,0.74,1.0,0.7,0.26,0.04,0.04,v0.1,2026-07-11T07:49:09Z
2345,2024-12-06,313383,-5000,-270138,6342,44587,31433835.0,0.006388381561767083,1,1.2615992363299482,0.41159999999999997,0.252,0.3276,0.48,0.54,0.04,0.44,0.42,0.5,0.6,v0.1,2026-07-11T07:49:09Z
