1,1256,2012-09-05,2016-03-17,1289
1,1338,2012-01-02,2012-12-19,352
1,1339,2012-01-02,2012-04-24,113
1,1340,2013-12-06,2014-01-14,39
1,1342,2019-10-07,2020-11-24,414
