date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2024-07-01,1301,7806892,447256759,58.0,58.0,57.0,57.2,-0.3,6019
2024-07-02,1301,18660659,1050192820,57.0,57.0,55.8,55.9,-1.3,13914
2024-07-03,1301,7781779,437352019,56.0,56.6,55.7,56.5,0.6,5094
2024-07-04,1301,10800908,620729163,56.9,57.9,56.9,57.6,1.1,6816
2024-07-05,1301,5663855,325350801,58.0,58.0,57.2,57.3,-0.3,4131
2024-07-08,1301,9988096,579440264,57.4,58.4,57.3,58.0,0.7,6106
2024-07-09,1301,9046465,517803830,58.1,58.2,56.9,57.0,-1.0,6635
2024-07-10,1301,7597686,430172613,57.0,57.0,56.3,56.5,-0.5,6547
2024-07-11,1301,10537387,596480049,57.0,57.0,56.3,57.0,0.5,5749
2024-07-12,1301,18118389,1051027817,56.9,58.6,56.6,57.9,0.9,9400
2024-07-15,1301,11961962,689936969,58.3,58.3,57.2,57.3,-0.6,6969
2024-07-16,1301,7793450,446129490,57.5,57.5,57.0,57.2,-0.1,4703
2024-07-17,1301,32228939,1919609811,57.5,60.5,57.4,60.1,2.9,16459
2024-07-18,1301,33522337,2042251575,60.5,61.7,60.1,60.8,0.7,19501
2024-07-19,1301,19226057,1158880728,60.8,61.2,59.8,60.1,-0.7,11539
2024-07-22,1301,16554659,990355844,60.1,60.3,59.1,60.2,0.1,9003
2024-07-23,1301,14165165,835476139,59.7,59.9,58.5,58.8,0.0,8816
2024-07-26,1301,9428772,552898447,58.8,59.2,58.2,58.8,0.0,6560
2024-07-29,1301,7998668,470606977,59.0,59.2,58.5,58.8,0.0,4245
2024-07-30,1301,7449237,431652407,58.9,58.9,57.6,57.9,-0.9,5534
2024-07-31,1301,7655632,442895541,57.8,58.2,57.5,57.9,0.0,3480
2024-08-01,1301,8749263,509450988,58.3,58.7,57.6,58.5,0.6,4760
2024-08-02,1301,9807974,563304537,57.8,58.0,57.1,57.3,-1.2,7097
2024-08-05,1301,26746080,1460011683,56.1,56.1,53.6,54.8,-2.5,14079
2024-08-06,1301,15684629,857540216,55.0,55.8,53.1,55.2,0.4,10084
2024-08-07,1301,8680462,477867363,54.5,55.5,54.5,55.0,-0.2,6898
2024-08-08,1301,16783763,900902924,54.3,54.4,53.2,53.3,-1.7,9863
2024-08-09,1301,13927742,758360305,53.6,55.2,53.6,54.8,1.5,6874
2024-08-12,1301,9063624,489723588,54.2,54.6,53.8,54.0,-0.8,6887
2024-08-13,1301,15971668,847878413,53.9,53.9,52.7,52.8,-1.2,12253
2024-08-14,1301,15326181,818591344,52.8,54.1,52.8,53.4,0.6,6564
2024-08-15,1301,11466935,605430969,53.9,53.9,52.5,52.5,-0.9,8047
2024-08-16,1301,13469310,708868226,53.1,53.3,52.3,52.4,-0.1,7055
2024-08-19,1301,7874591,411693138,52.6,52.7,52.1,52.2,-0.2,5202
2024-08-20,1301,16787382,867475254,52.5,52.6,51.2,51.7,-0.5,9822
2024-08-21,1301,8561490,444203934,51.7,52.2,51.3,52.0,0.3,4951
2024-08-22,1301,8678653,454374173,52.0,52.9,51.6,52.3,0.3,4953
2024-08-23,1301,8087970,418182762,52.1,52.3,51.3,51.9,-0.4,5493
2024-08-26,1301,8591632,448813849,51.8,52.6,51.7,52.3,0.4,4593
2024-08-27,1301,6130244,316941870,52.0,52.1,51.4,51.9,-0.4,4369
2024-08-28,1301,7369041,379516904,51.7,51.9,51.3,51.7,-0.2,4820
2024-08-29,1301,4679847,241350175,51.5,51.9,51.3,51.5,-0.2,3377
2024-08-30,1301,11016264,568805394,51.6,52.2,51.4,51.6,0.1,3880
2024-09-02,1301,11388505,579634241,51.9,51.9,50.5,50.5,-1.1,9291
2024-09-03,1301,15070848,753315663,50.5,50.6,49.8,49.8,-0.7,12885
2024-09-04,1301,28988163,1376151386,48.35,48.35,47.0,47.0,-2.8,24356
2024-09-05,1301,17306433,808710926,47.25,47.6,46.2,46.2,-0.8,13497
