date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2024-07-01,2327,3107438,2254630291,730.0,732.0,721.0,724.0,-6.0,5193
2024-07-02,2327,2573348,1847037011,721.0,726.0,711.0,717.0,-7.0,5824
2024-07-03,2327,3391977,2490582533,731.0,745.0,726.0,731.0,14.0,4392
2024-07-04,2327,3018234,2251754858,739.0,755.0,736.0,753.0,22.0,5373
2024-07-05,2327,2048786,1547338926,763.0,764.0,751.0,754.0,1.0,3473
2024-07-08,2327,1560362,1173347636,755.0,757.0,745.0,755.0,1.0,2812
2024-07-09,2327,2765562,2070007800,755.0,762.0,739.0,745.0,-10.0,8127
2024-07-10,2327,2383355,1803681645,749.0,765.0,746.0,764.0,19.0,4005
2024-07-11,2327,6364420,5022457731,770.0,811.0,767.0,797.0,33.0,10550
2024-07-12,2327,3801993,2955553780,790.0,793.0,768.0,770.0,-27.0,11877
2024-07-15,2327,2328702,1771274976,774.0,776.0,758.0,772.0,2.0,4170
2024-07-16,2327,7175669,5789003144,790.0,818.0,789.0,804.0,32.0,10973
2024-07-17,2327,2748794,2203351114,800.0,810.0,793.0,798.0,-6.0,6534
2024-07-18,2327,2620000,2074298186,787.0,804.0,781.0,795.0,-3.0,5069
2024-07-19,2327,3860895,2986753311,794.0,798.0,763.0,766.0,-29.0,8471
2024-07-22,2327,3551277,2665758397,762.0,769.0,742.0,742.0,-24.0,6451
2024-07-23,2327,2452419,1840312663,754.0,756.0,743.0,755.0,13.0,3388
2024-07-26,2327,4321991,3124123579,705.0,734.0,705.0,727.0,-28.0,7350
2024-07-29,2327,2781185,2002721185,735.0,743.0,711.0,720.0,-7.0,5038
2024-07-30,2327,1725476,1241329193,712.0,730.0,706.0,730.0,10.0,2584
2024-07-31,2327,7587313,5908048485,743.0,798.0,741.0,792.0,62.0,9957
2024-08-01,2327,3545586,2794781632,794.0,798.0,780.0,786.0,-6.0,5105
2024-08-02,2327,3974811,3016981925,763.0,780.0,741.0,743.0,-43.0,11142
2024-08-05,2327,4245387,2887479782,709.0,712.0,669.0,669.0,-74.0,9176
2024-08-06,2327,5034357,3369451552,692.0,698.0,632.0,677.0,8.0,6781
2024-08-07,2327,3038339,2112034215,674.0,705.0,674.0,702.0,25.0,4402
2024-08-08,2327,2505859,1757974775,691.0,715.0,684.0,701.0,-1.0,4029
2024-08-09,2327,3297585,2437635248,735.0,749.0,726.0,727.0,26.0,4947
2024-08-12,2327,1458058,1073225364,733.0,745.0,731.0,733.0,6.0,2721
2024-08-13,2327,1844614,1358987520,745.0,745.0,731.0,738.0,5.0,2754
