date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2024-07-01,3037,5934245,1067868736,181.0,181.5,178.0,179.5,-0.5,4865
2024-07-02,3037,9714090,1735419773,178.5,181.0,177.0,178.5,-1.0,6680
2024-07-03,3037,8801842,1599324784,179.5,183.0,179.0,183.0,4.5,5847
2024-07-04,3037,20718995,3794400689,186.0,187.5,180.5,181.5,-1.5,12100
2024-07-05,3037,14629696,2625056828,182.5,183.5,178.5,178.5,-3.0,11914
2024-07-08,3037,8232071,1484946967,179.5,181.5,178.0,181.0,2.5,6534
2024-07-09,3037,13867416,2470417260,181.0,182.0,177.0,177.0,-4.0,10638
2024-07-10,3037,23885639,4173531628,175.5,177.0,173.5,175.5,-1.5,17802
2024-07-11,3037,68014604,12637811711,175.5,189.5,175.0,189.5,0.0,39097
2024-07-12,3037,73670633,14169921370,188.0,198.5,186.5,190.0,0.5,45470
2024-07-15,3037,25703227,4919279586,193.5,194.0,187.5,191.0,1.0,26655
2024-07-16,3037,39618712,7818367143,192.5,199.5,192.0,198.0,7.0,29510
2024-07-17,3037,76796020,16139448646,198.0,217.0,196.5,215.5,17.5,71931
2024-07-18,3037,59562763,12441567416,208.5,218.0,202.5,205.0,-10.5,63433
2024-07-19,3037,51796320,10173663132,205.5,207.0,191.0,192.5,-12.5,38089
2024-07-22,3037,34895625,6716329562,195.0,197.0,188.0,190.5,-2.0,24063
2024-07-23,3037,42980251,8476667394,196.0,202.5,193.0,194.5,4.0,26986
2024-07-26,3037,25977001,4915435566,186.5,193.5,185.5,191.0,-3.5,20303
2024-07-29,3037,27088248,5053275271,194.0,195.5,181.0,181.0,-10.0,20443
2024-07-30,3037,24170098,4348390197,181.0,185.0,175.5,183.5,2.5,17658
2024-07-31,3037,35950172,6385851988,178.5,182.0,173.0,179.5,-4.0,24744
2024-08-01,3037,36654587,6795459131,184.0,190.5,180.5,183.0,3.5,24593
